Student_ID,Year_of_Entry,Hometown REGION,Address_Type,Where_to_stay,Age,Years_Living_in_BKK,Time_spent_for_traveling,Type_of_prior_school,Math,Physics_,Chemistry_,Biology_,Gender,Family_Size,Stay_with,Family_status,Prior_School_Province,Calculus_1,Calculus_2,Calculus_3,Physics_1,Physics_2,Chemistry_,Statistics_,Computer_Programming,Thermodynamics_,Engineering_Materials_,Engineering_Drawing,Household_income,Living_expenses_,University_GPAx,TCAS_channels_,InternetAccess_at_Home,Father_Education,Mother_Education,guardian,mother's_job,father's_job,Participation_on_Activities
780,2019,BKK,U,H,18,3,40,H,4,2,2.5,2,F,3,P,T,BKK,3.5,3,3.5,3.5,3.5,3,4,3,3,4,3,510000,11000,3.45,2,W,P,H,F,Bus,Bus,H
781,2019,BKK,U,H,18,18,20,V,4,2,4,2,M,2,MoD,A,BKK,3.5,4,4,4,4,3.5,3.5,3,2.5,3.5,3.5,490000,7000,3.6,1,W,V,B,F,Un,Pri,L
782,2019,N,U,H,18,3,20,H,3,2,2,2,M,3,P,T,N,3,2,2.5,3,3,2.5,3,3.5,2.5,2,1.5,700000,7000,2.59,2,M,M,B,M,Bus,Pub,M
783,2019,NE,U,H,18,0,20,H,3,2,3,3,F,3,P,T,NE,2.5,2.5,3.5,2.5,3.5,2,2.5,2.5,1.5,3,3,520000,10000,2.73,2,W,H,P,M,Bus,Pri,L
784,2019,BKK,U,H,18,3,25,V,3.5,2,2.5,3.5,F,3,P,T,BKK,3,3,3.5,3.5,4,3,2.5,3.5,2.5,2.5,1,1220000,8000,3.02,1,W,M,B,M,Pri,Pri,N
785,2019,N,U,A,18,3,15,H,2.5,4,3.5,3,M,4,A,T,N,2.5,2,2.5,3,2,2.5,2.5,2,1.5,1.5,1.5,1120000,9000,2.48,2,M,M,B,M,Bus,Pub,M
786,2019,S,U,A,18,0,55,H,3,3,4,3.5,M,3,RM,T,S,3,2.5,2.5,3.5,4,2.5,2.5,3.5,2,4,3,680000,11000,3.18,3,W,M,M,F,Bus,Bus,L
787,2019,S,U,A,18,0,45,H,3,3.5,3,2,M,3,A,T,S,3,2.5,3,3,3.5,2,2.5,3,2.5,4,4,470000,3000,3.02,3,W,H,V,F,Bus,Pri,M
788,2019,N,R,A,18,0,10,H,3,3.5,3,3,F,3,A,T,N,2.5,1.5,1,2.5,2,2.5,3.5,2.5,2.5,2.5,3,550000,12000,2.62,2,W,H,H,F,Free,Bus,M
789,2019,BKK,U,A,18,3,60,V,3.5,2.5,2.5,4,F,3,A,A,BKK,3,3,4,3.5,4,1.5,2.5,3.5,3,4,2,1000000,7000,3.17,1,W,B,V,M,Pri,Un,L
790,2019,NE,U,A,18,0,15,V,3.5,3.5,2.5,2.5,F,3,A,T,NE,2.5,2,3,3,2,1,2,2.5,2.5,3,4,520000,3000,2.58,3,M,P,H,F,Bus,Bus,L
791,2019,BKK,U,H,18,18,45,H,4,3.5,4,3.5,F,4,P,T,BKK,3.5,4,4,3,2.5,2.5,4,3,3,3.5,1,560000,13000,3.25,2,W,V,B,F,Bus,Pub,H
792,2019,BKK,U,H,18,3,15,V,4,2,4,3,F,3,P,T,BKK,3.5,3,4,3.5,4,3,3.5,3.5,3,3,2.5,470000,5000,3.43,1,W,P,P,F,Bus,Bus,N
793,2019,S,U,A,19,0,10,H,3.5,2,4,3.5,M,3,RM,T,S,3.5,2.5,3.5,3.5,3.5,3,4,4,3,4,1.5,950000,3000,3.36,3,W,D,M,M,Free,Pub,N
794,2019,N,R,A,18,3,10,H,4,3,2,2.5,F,4,RM,T,N,4,4,3,4,4,3.5,4,3.5,4,3.5,0.5,730000,8000,3.52,3,W,B,B,F,Pub,Pub,L
795,2019,BKK,U,H,18,3,35,H,3,2.5,2.5,2.5,F,3,P,T,BKK,2.5,1.5,1.5,3,2.5,2,2.5,2.5,2,3,3.5,460000,9000,2.62,2,W,H,H,M,Pub,Bus,N
796,2019,NE,U,A,18,3,15,H,2.5,4,2.5,4,F,3,A,T,NE,2.5,2,1.5,2,2,1.5,2.5,2,2,4,2.5,430000,5000,2.51,3,M,V,H,M,Pri,Free,L
797,2019,BKK,U,A,19,19,15,V,2,4,4,2,M,4,RM,T,BKK,2,2,2,2.5,3.5,2,2.5,1.5,1,2.5,3.5,560000,3000,2.45,1,M,V,V,M,Free,Pub,L
798,2019,N,U,A,18,0,15,H,4,3,2,3.5,M,4,A,T,N,3.5,2.5,2.5,3.5,3,3,3.5,4,3,4,2.5,330000,8000,3.32,3,W,H,P,M,Pri,Pri,L
799,2018,S,U,H,18,3,45,V,4,3,2,3.5,M,4,P,T,S,3.5,3,4,4,3.5,2,3.5,3,3.5,4,2,1290000,12000,3.36,3,W,B,V,F,Free,Free,H
800,2018,NE,R,A,19,0,15,H,3,4,3.5,3,M,4,A,T,NE,2.5,2,1.5,2.5,2.5,2.5,2,2.5,3,3.5,2,420000,5000,2.45,2,W,H,V,F,Bus,Pub,H
801,2018,S,R,A,18,0,10,H,3.5,2,2.5,2.5,M,3,RM,T,BKK,3,2.5,3,2.5,2.5,2.5,3.5,3.5,1,2.5,1.5,610000,8000,2.61,3,W,D,D,M,Bus,Bus,N
802,2018,BKK,U,A,20,5,30,V,4,3,4,2.5,F,4,A,T,BKK,3.5,4,4,3.5,4,3,4,4,4,3,2,530000,6000,3.56,1,M,H,V,F,Bus,Free,L
803,2018,BKK,U,H,18,18,20,H,3,2.5,2.5,3,F,4,P,T,BKK,3,2.5,3.5,3.5,2.5,3.5,4,3,2.5,4,3,440000,7000,3.22,2,W,V,B,F,Pri,Bus,N
804,2018,BKK,U,A,18,18,40,V,2,3,4,2,F,4,A,T,BKK,2,2,2,1.5,1,3,2.5,3,2.5,2,2,490000,5000,2.38,2,W,V,V,F,Free,Free,H
805,2018,NE,U,A,19,4,10,V,2,3,3.5,3.5,F,4,A,T,NE,1.5,2,2.5,1.5,2,0,1.5,1.5,1.5,2,3,960000,4000,2.03,3,W,D,D,M,Pri,Pri,M
806,2018,BKK,U,H,19,19,65,V,3,3.5,2.5,2.5,M,3,MoD,A,BKK,3,2,3,3,3.5,3,2.5,3,1.5,4,2.5,500000,8000,2.87,1,M,B,M,M,Bus,Un,H
807,2018,N,U,A,18,0,5,H,4,3.5,2.5,2,F,3,RM,T,BKK,3.5,3.5,4,3.5,3.5,3.5,3.5,3,2,3,2,540000,13000,3.32,3,M,P,H,M,Pub,Free,H
808,2018,BKK,U,H,18,18,25,V,3,2.5,4,3.5,M,3,P,T,BKK,2.5,3,3.5,2.5,2,3,2.5,3,1,3.5,2,500000,6000,2.83,1,W,P,P,F,Pub,Bus,M
809,2018,BKK,U,H,18,3,100,V,3.5,2,3.5,4,F,4,P,T,BKK,3,3.5,4,3,3,3,3,3,2.5,4,2.5,550000,11000,3.19,2,W,H,H,F,Pri,Pub,L
810,2018,NE,U,A,18,0,15,H,3.5,4,2.5,3,M,4,RM,T,BKK,3,2.5,3.5,3,3,3,4,3.5,3.5,2,1.5,490000,9000,3.06,3,M,H,V,F,Bus,Free,L
811,2018,BKK,U,A,18,18,15,H,4,2,4,3,F,4,RM,T,BKK,3.5,3.5,4,4,3.5,4,4,4,3,3.5,0.5,1060000,4000,3.43,2,M,D,D,F,Bus,Pub,N
812,2018,BKK,U,H,19,19,70,V,3,4,3.5,2,F,4,P,T,BKK,3,2.5,3,3,3.5,3.5,3,3,4,3,3,490000,9000,3.3,1,W,V,V,F,Bus,Pub,M
813,2018,BKK,U,H,19,19,100,V,2.5,2,4,2,F,4,P,T,BKK,2.5,2,1,3,3,1,2.5,2.5,3,3,1.5,780000,13000,2.57,2,W,M,B,M,Bus,Pub,M
814,2018,S,U,A,18,3,10,H,4,2,3,4,M,4,A,T,BKK,3.5,4,3.5,3.5,3,3,3,4,3,3,3.5,500000,5000,3.43,2,W,P,H,F,Pri,Free,H
815,2018,S,R,A,18,0,10,H,3.5,2.5,2.5,2.5,F,3,A,T,S,3,2.5,2.5,3.5,3.5,3.5,3,3,2.5,3,4,1090000,5000,3.13,3,M,D,M,F,Bus,Free,H
816,2018,BKK,U,H,18,18,25,H,3.5,3,2,3,F,5,P,T,BKK,3,3.5,4,3,3.5,1,3.5,2.5,3.5,2.5,2.5,520000,3000,2.92,2,W,H,H,M,Pub,Pri,L
817,2018,BKK,U,H,18,3,15,H,2.5,2.5,2.5,2,M,4,P,T,BKK,2.5,2.5,3,2.5,3,0.5,3,2.5,2.5,2.5,4,800000,5000,2.67,2,W,D,D,F,Bus,Bus,L
818,2018,NE,U,A,18,3,40,H,3.5,4,3.5,4,M,4,A,T,BKK,3,3,3.5,2.5,2,2.5,3,3,2.5,3.5,2,570000,9000,2.95,2,W,V,H,F,Free,Bus,L
819,2018,S,U,A,19,0,5,H,2,3.5,4,4,F,4,A,T,S,2,2,2,2,1.5,0.5,2.5,2.5,2.5,1.5,3,530000,12000,2.12,2,W,H,P,F,Pri,Pri,M
820,2018,S,U,H,18,0,65,V,3,2,3.5,3.5,M,3,P,T,BKK,3,2.5,2.5,2.5,2.5,4,3.5,3.5,2.5,3,4,550000,4000,3.13,1,M,P,P,M,Pub,Pub,N
821,2018,NE,R,H,19,0,100,H,3.5,4,2.5,4,F,3,MoD,A,NE,3,2,3,3,3.5,1.5,3,3.5,1.5,3,4,1210000,5000,3.03,3,W,B,V,M,Free,Un,L
822,2018,BKK,U,A,18,3,15,V,3.5,3.5,3,3.5,F,3,A,T,BKK,3,2,1.5,3,3.5,2.5,3.5,3,2,3,3.5,450000,4000,2.72,2,W,B,B,F,Bus,Pri,M
823,2018,BKK,U,H,18,18,65,V,2.5,4,2.5,2.5,M,3,P,T,BKK,2.5,2.5,2.5,3,3,1,2.5,3.5,2,3.5,4,450000,7000,2.84,1,W,B,B,M,Free,Pri,M
824,2018,BKK,U,H,19,19,70,V,2.5,3.5,2,3,F,3,R,A,BKK,2.5,3,3,2.5,2.5,2,3,3,1.5,2.5,3,480000,5000,2.81,1,W,H,V,M,Pub,Un,N
825,2018,BKK,U,H,18,18,25,H,3,2,2,3.5,M,4,P,T,BKK,2.5,3,4,2.5,3.5,3,3,3,1.5,3,2.5,510000,10000,2.85,3,W,P,P,F,Free,Bus,N
826,2018,S,R,A,18,0,10,H,4,3,3.5,2.5,M,2,RM,A,S,3.5,3.5,2.5,3.5,3.5,1.5,3.5,2.5,4,4,3.5,1340000,7000,3.22,3,W,M,D,M,Free,Un,H
827,2018,BKK,U,H,19,19,5,H,2,3.5,3.5,4,M,4,P,T,BKK,1.5,2.5,2.5,1.5,1.5,1,2,1,1,1,3.5,310000,7000,2.15,2,W,B,V,F,Pri,Pub,N
828,2018,BKK,U,H,18,18,70,H,3,4,4,2,M,4,P,T,BKK,2.5,2.5,3.5,3,2.5,2,3,2.5,3,3,3,680000,12000,2.8,2,W,B,V,F,Pri,Pub,M
829,2018,BKK,U,H,18,18,120,V,2.5,4,4,3.5,M,4,P,T,BKK,2.5,2,2.5,2.5,3,2,2.5,2,2,3,1,920000,7000,2.59,1,W,B,V,F,Bus,Pub,L
830,2018,BKK,U,H,19,19,55,V,2.5,4,3,3.5,M,4,P,T,BKK,2.5,1.5,2,2.5,2.5,1.5,3,2.5,0.5,3,4,530000,11000,2.41,2,W,V,B,M,Bus,Bus,H
831,2018,BKK,U,H,18,18,20,V,2,3.5,2,4,F,4,P,T,BKK,1.5,1,1,2,2.5,1.5,2,2,0,2.5,2.5,550000,5000,2.13,2,W,H,V,M,Pub,Pub,L
832,2018,BKK,U,H,18,18,55,V,3.5,3,2.5,2.5,F,4,P,T,BKK,3,3.5,3.5,2.5,3,3.5,3.5,3.5,2.5,3,2.5,520000,3000,3.13,1,W,V,B,F,Pri,Pub,M
833,2018,BKK,U,A,18,18,10,V,2.5,2,4,3,M,2,RM,A,BKK,2,2,2,2,3,1.5,2.5,2,2.5,2,2,1130000,5000,2.44,1,M,M,D,F,Un,Free,H
834,2018,S,U,A,18,0,10,H,2,2,2.5,3,F,2,A,A,BKK,1.5,1,2,2,1.5,2.5,1.5,1.5,1,2.5,1.5,480000,12000,2,2,W,B,B,M,Bus,Un,M
835,2018,S,U,A,18,0,5,H,3,2,4,2,F,2,A,A,S,3,2.5,3,3.5,3.5,2.5,3,3,2.5,3.5,2,1210000,4000,2.89,2,W,B,V,M,Pri,Un,H
836,2018,BKK,U,A,18,18,15,H,4,4,3.5,2,F,4,A,T,BKK,3.5,4,4,4,3.5,4,3.5,4,2,4,1.5,1200000,12000,3.42,3,W,M,M,F,Bus,Pub,L
837,2018,BKK,U,H,18,3,30,H,2.5,4,3.5,4,M,3,P,T,BKK,2.5,2.5,2.5,2,3,2.5,2.5,2.5,2.5,2.5,4,490000,12000,2.79,3,W,P,P,M,Free,Free,L
838,2018,BKK,U,A,19,19,5,H,2.5,3.5,3,4,M,3,A,T,BKK,2.5,2.5,3,3,2.5,3.5,2.5,2.5,3,2.5,1.5,480000,5000,2.63,3,M,H,H,F,Free,Pri,M
839,2018,BKK,U,A,18,18,10,V,3.5,4,3.5,3.5,F,4,A,T,BKK,3,3.5,4,2.5,1.5,1.5,3,3.5,2,3.5,3,530000,6000,2.85,2,W,B,V,F,Pub,Free,N
840,2018,N,R,A,19,0,55,H,3.5,4,2.5,2.5,F,3,A,T,BKK,3,2.5,2,3.5,2.5,3.5,3,3,2,3,3.5,1260000,6000,2.93,2,W,B,B,F,Bus,Pub,M
841,2018,BKK,U,H,18,18,70,V,2,3,2.5,3.5,F,3,P,T,BKK,2,1.5,1.5,2.5,1.5,2.5,2,1.5,0.5,2,2,1530000,8000,2.01,1,W,M,B,F,Pub,Pub,M
842,2018,NE,R,A,18,0,10,H,3.5,3,2.5,3,M,3,A,T,BKK,3,3.5,4,3,2,3,3.5,3.5,3,3,1.5,630000,12000,2.94,2,W,B,V,F,Bus,Free,N
843,2018,BKK,U,H,19,4,40,V,3.5,3,2,3.5,M,3,P,T,BKK,3,3.5,4,3.5,3.5,2,3,2.5,2,3,4,470000,4000,3.19,1,W,H,V,F,Bus,Bus,M
844,2018,BKK,U,A,18,18,15,H,3,2,2,4,M,3,A,T,BKK,2.5,2.5,2.5,2.5,2.5,2,2.5,2.5,1.5,2.5,3.5,480000,9000,2.58,3,W,V,H,M,Pri,Free,H
845,2018,BKK,U,H,18,18,70,H,4,3.5,4,2,F,3,P,T,BKK,3.5,3.5,3.5,3.5,3,2.5,3,3,3.5,3,3.5,560000,10000,3.34,2,W,B,M,M,Free,Free,M
846,2018,S,U,A,18,3,5,H,2,2,2.5,4,M,3,A,T,S,2,1.5,2,2.5,3,2.5,2.5,2,2.5,2.5,3.5,1370000,5000,2.68,3,W,M,M,F,Free,Pub,M
847,2018,BKK,U,A,18,18,10,H,3.5,4,4,2,M,3,A,T,BKK,3.5,3.5,3,4,3.5,4,3.5,3.5,2,3,3.5,500000,12000,3.33,3,W,H,H,F,Free,Bus,L
848,2018,NE,U,A,18,0,50,H,3.5,4,3,3.5,M,5,A,T,NE,3,2.5,2,3,4,2,3,2.5,2,2.5,1.5,610000,6000,2.73,2,W,M,B,M,Free,Pub,M
849,2018,S,U,A,19,0,10,H,3.5,3.5,3,2.5,F,3,A,T,S,3,3.5,4,3.5,4,2,3.5,3.5,2,4,2,540000,3000,3.22,2,W,B,B,F,Bus,Bus,L
850,2018,BKK,U,H,18,3,15,V,3,2,3,2.5,F,2,MoD,A,BKK,2.5,3,3.5,2.5,2.5,2.5,2.5,2.5,1.5,2,2,490000,12000,2.68,1,W,H,V,M,Pub,Un,M
851,2018,BKK,U,H,18,3,20,H,2,4,2,3,F,3,P,T,BKK,2,1.5,2,3,2.5,1.5,2,2.5,1.5,2,1.5,500000,5000,2.23,2,W,P,P,F,Free,Free,M
852,2018,BKK,U,H,18,18,20,V,3.5,2.5,4,3,F,3,P,T,BKK,3,2.5,3,3,2.5,1,3,3,2.5,3,2,470000,12000,2.83,2,W,V,V,M,Bus,Pri,M
853,2018,N,U,A,18,0,15,H,3.5,3.5,4,3.5,M,4,A,T,N,3,4,4,2.5,3,2,3,3.5,2.5,3.5,2.5,670000,10000,3.08,2,M,B,B,F,Pri,Bus,N
854,2018,S,R,A,19,0,15,H,2,3,2,2.5,F,4,A,T,BKK,2,2,2,2,1.5,1,2,2,3.5,2,3,510000,4000,2.4,2,W,V,B,F,Pri,Free,H
855,2018,S,U,A,18,0,15,H,2,2,3.5,2,M,3,A,T,S,2,2,1.5,2,1,1,2.5,2.5,2,1.5,2,490000,12000,2.11,3,M,V,V,F,Bus,Bus,M
856,2018,BKK,U,H,18,18,40,H,2,3,2,2.5,M,3,P,T,BKK,1.5,2,2.5,1,0,1,2.5,1,0.5,2,2.5,470000,9000,1.77,3,W,H,H,F,Pub,Bus,H
857,2018,NE,R,A,18,0,5,H,2,4,2.5,3.5,F,3,A,T,NE,2,2,2,2.5,3,2,2,2,2,2.5,2,480000,4000,2.4,2,M,H,H,F,Bus,Pub,M
858,2018,S,U,A,19,0,15,H,2.5,3.5,3.5,3,M,4,A,T,S,2.5,2.5,3,2.5,2.5,3,3,2.5,2,3,1.5,610000,9000,2.63,2,W,D,D,F,Pri,Bus,N
859,2018,N,U,A,18,0,10,H,3,3,3.5,3,M,3,A,T,N,3,2.5,3.5,3.5,3.5,3.5,4,2.5,1.5,3,2,460000,12000,2.87,3,W,P,P,M,Pri,Bus,L
860,2018,S,U,A,19,0,5,H,2.5,3,2,2,F,4,A,T,BKK,2.5,1.5,1.5,3,3,3.5,2.5,2.5,1,2,3.5,800000,3000,2.58,3,W,M,B,F,Pub,Pri,N
861,2018,BKK,U,H,18,18,60,V,4,2.5,2,4,M,3,P,T,BKK,3.5,3.5,3.5,3,2.5,2.5,4,3,2.5,4,1.5,560000,8000,3.21,1,W,V,H,F,Pub,Pri,H
862,2018,S,U,A,18,3,10,H,2.5,4,3,2,F,4,A,T,S,2.5,2.5,2,2.5,2.5,2,2.5,2,2,2.5,2,640000,5000,2.43,3,W,D,D,F,Pub,Pri,H
863,2018,N,U,A,18,0,5,H,3.5,2,2.5,2,F,4,A,T,N,3,2.5,2,3,2.5,4,3,2.5,3.5,3,4,490000,3000,2.92,2,W,B,M,F,Pri,Free,M
864,2018,NE,R,A,19,0,5,H,4,3,2,2.5,M,3,A,T,NE,3.5,3,3.5,3,2.5,4,3,4,2,3.5,2,470000,4000,3.27,2,W,P,P,F,Pri,Bus,N
865,2018,BKK,U,H,18,18,20,V,3,2.5,3,3.5,F,4,P,T,BKK,3,3,2.5,3.5,3,4,2.5,3,1.5,3,1,810000,13000,2.72,1,M,D,D,F,Pri,Bus,N
866,2018,S,R,A,18,0,5,H,3,3,2.5,3,M,4,A,T,BKK,2.5,1.5,1.5,2.5,3.5,3.5,2,2.5,1.5,2,2,500000,3000,2.38,2,M,B,B,F,Pub,Free,N
867,2018,S,U,A,18,0,5,H,2,4,3.5,4,M,4,A,T,BKK,1.5,0.5,0.5,2,2.5,1,2.5,1.5,2,1.5,2,990000,9000,2.06,2,W,B,M,F,Pub,Bus,H
868,2018,S,R,A,18,0,15,H,3.5,3.5,3,4,M,4,A,T,S,2.5,2,2,2.5,2,1,2.5,3,2.5,2.5,1.5,460000,4000,2.5,2,W,P,P,F,Free,Free,N
869,2018,BKK,U,H,18,3,50,H,3.5,3,3.5,4,M,3,P,T,BKK,3,2.5,2.5,3.5,3.5,3.5,3,3.5,2,3.5,4,1340000,8000,3.27,2,W,M,B,F,Free,Free,H
870,2018,BKK,U,H,18,18,30,V,2,2.5,4,3.5,F,3,P,T,BKK,2,1.5,3,2,2,1,3,2.5,1,3,3.5,590000,12000,2.34,1,W,V,H,F,Pub,Bus,H
871,2018,BKK,U,H,19,19,20,H,2.5,2.5,2,3,F,4,P,T,BKK,2,1.5,1.5,2,2.5,1.5,2.5,2.5,2,2,3,440000,6000,2.33,2,W,B,B,M,Bus,Bus,L
872,2018,BKK,U,A,18,18,15,H,2.5,2.5,2,2,M,4,A,T,BKK,2,1,2,1.5,2,0.5,2.5,3,2,1.5,4,1410000,8000,2.1,2,W,D,D,F,Bus,Pri,L
873,2018,BKK,U,H,18,18,50,H,4,3.5,3,2.5,F,3,P,T,BKK,4,4,4,4,4,4,4,4,4,4,1.5,570000,8000,3.68,3,W,B,V,F,Pri,Pub,L
874,2018,BKK,U,A,18,3,15,V,4,4,3,4,F,3,A,T,BKK,3.5,3.5,4,3.5,3,3.5,4,3.5,3.5,3.5,3.5,540000,3000,3.6,2,M,H,V,F,Bus,Pub,M
875,2018,S,U,A,18,0,5,H,4,4,3.5,3,M,4,A,T,S,3.5,3.5,3.5,3.5,3,3,4,4,3,3.5,3,840000,13000,3.47,2,M,M,B,F,Bus,Free,L
876,2018,NE,U,A,18,0,25,V,2.5,2,2,3,M,4,RM,T,BKK,2.5,3,3,2,2.5,1.5,3,2.5,2,2.5,3.5,310000,8000,2.71,1,W,P,P,F,Bus,Pub,N
877,2018,BKK,U,H,18,18,35,V,2.5,2,2,3.5,M,4,P,T,BKK,2.5,2,2.5,2.5,2.5,2.5,3,3.5,2.5,2.5,3,520000,5000,2.67,1,W,H,P,F,Bus,Bus,N
878,2018,NE,U,A,18,0,10,H,2.5,2,4,2,M,2,A,A,NE,2,2,2.5,2,2.5,1,2,2.5,1.5,3,3,1490000,7000,2.38,2,W,D,D,M,Bus,Un,M
879,2018,BKK,U,A,18,18,5,V,2,3,2,2,F,4,A,T,BKK,2,3,3.5,1.5,1.5,2,2,2,1,2.5,1.5,730000,13000,2.35,1,W,B,B,F,Pub,Free,M
880,2018,NE,R,A,18,0,15,H,4,3.5,3.5,3,M,3,A,T,BKK,3.5,3,3.5,3.5,3.5,3.5,4,4,4,3.5,2.5,500000,10000,3.56,2,W,H,H,F,Pri,Free,M
881,2018,BKK,U,H,18,18,45,V,2.5,3.5,2,2.5,M,4,P,T,BKK,2.5,2.5,2.5,3,3,2,2.5,2,1.5,2.5,2.5,580000,8000,2.72,1,W,P,P,F,Bus,Free,N
882,2018,NE,U,A,18,3,5,H,4,3,2.5,2,F,3,RM,T,BKK,3.5,3.5,3.5,4,4,4,4,3.5,2,3,2.5,490000,6000,3.49,2,W,B,V,M,Pub,Pub,M
883,2018,NE,U,A,18,0,10,H,2,2,2.5,3,M,2,A,A,NE,1.5,1,1,2,3,0.5,1.5,0.5,1.5,2.5,1.5,460000,10000,1.75,2,W,P,P,F,Un,Pri,N
884,2018,BKK,U,H,20,20,65,H,2.5,4,4,4,F,4,P,T,BKK,2,2.5,2.5,2.5,2.5,1,2.5,2,1.5,2,1,1170000,12000,2.1,2,W,B,V,M,Free,Pri,L
885,2018,BKK,U,H,18,18,30,H,4,2,3,4,M,2,MoD,A,BKK,3,3.5,4,3,3,3,3.5,3,2,2.5,0,520000,7000,2.84,2,M,H,H,M,Pri,Un,L
886,2018,BKK,U,A,18,18,45,V,4,2.5,3.5,4,F,3,A,T,BKK,3.5,4,4,3,2.5,2,4,3,1,3.5,2,490000,3000,2.94,1,W,H,V,M,Bus,Free,H
887,2018,BKK,U,H,18,18,55,V,2.5,2,2,2,M,4,P,T,BKK,2,1.5,2,2.5,1.5,0.5,2.5,2.5,2,2,2.5,1300000,5000,2.31,1,W,B,B,M,Free,Free,L
888,2018,N,R,A,18,3,10,H,3.5,2,4,2.5,M,4,A,T,BKK,3,3,3,3.5,3,2,3.5,3,2.5,3,2.5,520000,5000,3.06,2,W,H,H,M,Free,Bus,N
889,2018,BKK,U,A,18,18,5,V,2.5,4,2,3.5,M,3,A,T,BKK,2,2,3,1.5,2,1.5,2,2,1,3,4,460000,6000,2.32,1,W,P,P,M,Bus,Pri,M
890,2018,BKK,U,H,18,18,55,V,4,2,2,2,M,3,P,T,BKK,3.5,4,4,4,4,3,4,3.5,3,3,1.5,1230000,12000,3.39,1,M,B,M,F,Pub,Bus,L
891,2018,BKK,U,H,18,3,45,V,3,2.5,4,3.5,M,4,P,T,BKK,2.5,2.5,2.5,2.5,2.5,2,2,2.5,1.5,2.5,3.5,1040000,4000,2.5,1,W,D,D,M,Free,Pri,M
892,2018,N,R,H,18,0,90,V,3.5,3.5,2.5,3,M,3,P,T,N,3,3,3.5,2.5,2,2,3.5,4,2.5,3,2.5,1770000,8000,2.87,3,W,M,D,F,Pub,Pri,M
893,2018,BKK,U,H,18,18,45,H,3,2.5,3.5,3,M,3,P,T,BKK,2.5,2,3,2.5,2,2.5,2.5,3,2,3,2.5,690000,3000,2.56,3,W,M,D,M,Pri,Pri,N
894,2018,BKK,U,H,18,18,25,H,3,3.5,3,3.5,M,3,P,T,BKK,3,3,3,3,3,3,3,3,2,3,2.5,500000,9000,2.83,3,W,B,V,F,Bus,Bus,H
895,2018,N,U,A,19,0,5,H,2,2,2,2.5,F,4,RM,T,BKK,2,2,2,1.5,1.5,1,2.5,2.5,1,2,1.5,1030000,12000,2.13,2,M,B,M,M,Pub,Pri,H
896,2018,BKK,U,H,18,18,20,H,3,3,3.5,3.5,M,3,P,T,BKK,2.5,2,2.5,3,2.5,3,3,3,1.5,3.5,4,570000,7000,2.88,2,W,P,P,F,Bus,Free,L
897,2018,BKK,U,A,18,18,15,V,2.5,4,2.5,4,F,4,A,T,BKK,2.5,3.5,3.5,3,2.5,2.5,3,3.5,2.5,2.5,3,500000,13000,2.87,1,M,P,H,F,Pri,Pri,H
898,2018,BKK,U,H,18,18,60,V,2.5,3,2,2.5,F,3,MoD,A,BKK,2.5,2.5,2,2.5,3,3,3,3.5,1,3,0.5,1140000,3000,2.64,2,M,M,D,M,Pub,Un,M
899,2018,N,U,A,18,0,10,H,2.5,4,3,4,M,4,RM,T,N,2,2,2.5,1.5,1,0.5,2,2.5,2.5,2.5,2.5,520000,5000,2.06,2,M,P,P,F,Free,Pub,M
900,2018,BKK,U,A,18,18,60,H,3,3,2,2,M,3,A,T,BKK,2.5,2,2.5,2.5,2,2,2.5,3,1,2.5,3,580000,12000,2.61,3,W,V,B,F,Pri,Free,N
901,2018,BKK,U,H,18,18,15,H,3,2,2.5,3,F,3,P,T,BKK,2.5,2,1.5,2,2,2.5,3,2,3.5,2.5,3,910000,3000,2.68,2,W,M,M,F,Pri,Pri,N
902,2018,BKK,U,H,18,18,40,V,2,2.5,3.5,3.5,F,2,MoD,A,BKK,2,1.5,2,2,1,1,2.5,2,2.5,2,3,490000,3000,2.18,1,W,V,V,M,Pub,Un,M
903,2018,BKK,U,H,18,18,65,V,2,3,3.5,3.5,M,3,P,T,BKK,2,1.5,2,2,2.5,2.5,2,2.5,2,3,2.5,610000,8000,2.34,1,W,D,D,F,Bus,Bus,N
904,2018,S,U,A,18,3,45,V,3.5,3.5,4,3,F,3,A,T,S,3,3,3,3.5,3.5,3,3.5,3.5,2,3,2,1380000,8000,3.04,3,M,M,M,F,Free,Pub,N
905,2018,N,U,A,18,0,50,H,4,2.5,3,2.5,F,3,A,T,N,3.5,3.5,4,4,4,3.5,3.5,3.5,2,4,3,1140000,9000,3.56,2,W,B,B,M,Bus,Pri,M
906,2018,BKK,U,H,18,18,30,H,3,2.5,4,3.5,M,4,P,T,BKK,3,3.5,4,3,3,3.5,3.5,3.5,2.5,4,3.5,500000,3000,3.37,3,W,H,H,F,Pub,Bus,H
907,2018,BKK,U,H,19,19,70,V,3,3,2.5,3.5,M,4,P,T,BKK,2.5,1.5,1,3,3,0,3,2.5,1.5,3,2,550000,8000,2.29,1,W,V,B,F,Free,Free,L
908,2018,NE,U,H,18,0,30,H,2,4,2.5,3.5,M,5,P,T,BKK,2,2.5,3,2.5,2,2.5,2,2.5,3.5,2,1.5,800000,5000,2.47,3,W,M,D,F,Bus,Pri,M
909,2018,S,U,A,19,4,10,H,2,4,3,2,F,3,A,T,S,2,1.5,2,2.5,2,2,2.5,2.5,2,2,3,600000,11000,2.26,3,W,D,D,M,Pub,Pub,H
